,climate_model,rcp,climate_variable,url
0,NorESM2-LM,ssp245,co2,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_204101-205012.nc
0,NorESM2-LM,ssp245,co2,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_205101-206012.nc
0,NorESM2-LM,ssp245,co2,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_206101-207012.nc
0,NorESM2-LM,ssp245,co2,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_207101-208012.nc
0,NorESM2-LM,ssp245,co2,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_208101-209012.nc
0,NorESM2-LM,ssp245,co2,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_209101-210012.nc
0,NorESM2-LM,ssp245,co2,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_201501-202012.nc
0,NorESM2-LM,ssp245,co2,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_202101-203012.nc
0,NorESM2-LM,ssp245,co2,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_203101-204012.nc
0,NorESM2-LM,ssp245,co2,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_204101-205012.nc
0,NorESM2-LM,ssp245,co2,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_205101-206012.nc
0,NorESM2-LM,ssp245,co2,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_206101-207012.nc
0,NorESM2-LM,ssp245,co2,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_207101-208012.nc
0,NorESM2-LM,ssp245,co2,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_208101-209012.nc
0,NorESM2-LM,ssp245,co2,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_209101-210012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_201501-202012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_202101-203012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_203101-204012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_204101-205012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_205101-206012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_206101-207012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_207101-208012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_208101-209012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_209101-210012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_201501-202012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_202101-203012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_203101-204012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_204101-205012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_205101-206012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_206101-207012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_207101-208012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_208101-209012.nc
0,NorESM2-LM,ssp245,co2,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_209101-210012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_201501-202012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_202101-203012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_203101-204012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_204101-205012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_205101-206012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_206101-207012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_207101-208012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_208101-209012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/AERmon/co2/gn/v20191108/co2_AERmon_NorESM2-LM_ssp245_r1i1p1f1_gn_209101-210012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_201501-202012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_202101-203012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_203101-204012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_204101-205012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_205101-206012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_206101-207012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_207101-208012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_208101-209012.nc
0,NorESM2-LM,ssp245,co2,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/co2/gn/v20191108/co2_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_209101-210012.nc
0,NorESM2-LM,ssp245,tas,http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_201501-202012.nc
0,NorESM2-LM,ssp245,tas,http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_202101-203012.nc
0,NorESM2-LM,ssp245,tas,http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_203101-204012.nc
0,NorESM2-LM,ssp245,tas,http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_204101-205012.nc
0,NorESM2-LM,ssp245,tas,http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_205101-206012.nc
0,NorESM2-LM,ssp245,tas,http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_206101-207012.nc
0,NorESM2-LM,ssp245,tas,http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_207101-208012.nc
0,NorESM2-LM,ssp245,tas,http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_208101-209012.nc
0,NorESM2-LM,ssp245,tas,http://noresg.nird.sigma2.no/thredds/fileServer/esg_dataroot/cmor/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_209101-210012.nc
0,NorESM2-LM,ssp245,tas,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_201501-202012.nc
0,NorESM2-LM,ssp245,tas,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_202101-203012.nc
0,NorESM2-LM,ssp245,tas,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_203101-204012.nc
0,NorESM2-LM,ssp245,tas,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_204101-205012.nc
0,NorESM2-LM,ssp245,tas,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_205101-206012.nc
0,NorESM2-LM,ssp245,tas,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_206101-207012.nc
0,NorESM2-LM,ssp245,tas,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_207101-208012.nc
0,NorESM2-LM,ssp245,tas,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_208101-209012.nc
0,NorESM2-LM,ssp245,tas,http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_209101-210012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_201501-202012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_202101-203012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_203101-204012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_204101-205012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_205101-206012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_206101-207012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_207101-208012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_208101-209012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_209101-210012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_201501-202012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_202101-203012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_203101-204012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_204101-205012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_205101-206012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_206101-207012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_207101-208012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_208101-209012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data3.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_209101-210012.nc
0,NorESM2-LM,ssp245,tas,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_201501-202012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_201501-202012.nc
0,NorESM2-LM,ssp245,tas,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_202101-203012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_202101-203012.nc
0,NorESM2-LM,ssp245,tas,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_203101-204012.nc
0,NorESM2-LM,ssp245,tas,http://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/ScenarioMIP/NCC/NorESM2-LM/ssp245/r1i1p1f1/Amon/tas/gn/v20191108/tas_Amon_NorESM2-LM_ssp245_r1i1p1f1_gn_203101-204012.nc
